,customer_lifetime_value,coverage,education,effective_to_date,employmentstatus,income,location_code,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,vehicle_size,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Married,marital_status_Single,policy_Corporate L2,policy_Corporate L3,policy_Personal L1,policy_Personal L2,policy_Personal L3,policy_Special L1,policy_Special L2,policy_Special L3,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,gender_M,response_Yes
33,8.520963122886219,0,2,2011-11-08,4,10.905955980651335,1,63,28,17,0,6,302.4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
34,8.503685642849524,0,2,2011-02-13,4,10.52567564415558,0,62,19,42,0,8,15.437681,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
35,8.655951107316765,0,0,2011-11-05,4,11.141673360031692,2,71,11,40,0,6,204.475147,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,9.539049386185098,2,2,2011-01-08,4,10.652660561358601,1,117,10,62,0,2,561.6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,8.90666125531446,1,3,2011-02-06,4,11.092945524503815,1,91,19,86,0,8,436.8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38,8.03593740672409,1,2,2011-12-05,2,10.693391533191136,1,90,7,79,0,1,648.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
39,7.83266202418086,0,0,2011-02-07,4,10.882621619531593,0,66,4,15,1,1,157.397849,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40,7.8830926485456825,0,0,2011-11-08,2,10.693391533191136,1,70,7,1,1,1,484.318536,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
41,7.926979795542917,0,1,2011-11-01,4,10.821197277163698,0,71,3,32,0,1,18.918935,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
42,8.278683780131315,1,2,2011-12-08,4,11.002449779968526,1,99,12,28,0,1,882.871945,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
43,9.411800911066079,0,0,2011-02-08,4,10.674613774412663,1,103,15,16,0,2,494.4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
44,7.801254308450801,0,1,2011-02-23,4,11.438568230984126,1,61,15,56,0,1,292.8,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
45,9.458691750647034,2,4,2011-12-05,1,9.22078562983772,0,172,5,4,1,3,0.517753,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46,8.404810419999597,0,2,2011-01-31,2,10.693391533191136,1,73,7,57,1,5,579.165954,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
47,8.615107979554148,0,0,2011-01-02,4,10.052683118897981,1,71,7,10,0,4,447.79344,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48,8.11488569061483,1,2,2011-02-07,2,10.693391533191136,1,92,11,77,0,1,529.624084,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
49,7.738261049656736,0,0,2011-11-08,2,10.693391533191136,1,62,11,56,0,1,313.023175,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
50,10.510734367522817,0,1,2011-11-07,4,10.118760209469768,1,104,1,28,0,2,593.830288,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
51,10.41850486269701,0,2,2011-11-01,4,10.41000390471402,1,106,18,95,0,2,508.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
52,8.98512363672551,0,0,2011-02-21,4,10.49166303072945,0,69,4,40,1,2,173.956072,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
53,8.48771199335941,0,2,2011-02-16,4,10.303403961713876,1,64,19,44,0,3,307.2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
54,8.36497335407896,2,2,2011-11-07,1,9.723223876851618,1,113,20,26,0,1,831.625979,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
55,8.876878974247175,1,1,2011-02-05,4,10.749849260583721,1,91,1,53,0,3,436.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
56,8.938468103354644,0,1,2011-02-13,4,11.07827353542708,2,64,24,59,0,2,302.56519,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
57,8.283494839401266,0,0,2011-02-23,2,10.693391533191136,1,101,29,12,0,1,484.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
58,8.411720058750687,1,0,2011-12-08,1,9.739143428972826,1,124,34,47,1,1,704.768111,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
59,8.308831698643246,2,3,2011-02-28,1,9.360569085222874,1,108,4,98,0,1,518.4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,8.402480944084555,0,2,2011-01-02,0,9.776903400426676,1,65,1,36,1,3,312.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
61,9.000894223824368,2,2,2011-12-02,3,9.349145334853365,1,105,4,50,0,6,504.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
62,8.11365568618735,1,2,2011-11-05,2,10.693391533191136,1,94,20,53,0,1,863.327324,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
63,10.096626134214922,0,0,2011-12-07,4,11.10533309584589,0,100,0,86,0,2,104.331355,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64,8.796939910013997,0,2,2011-12-03,2,10.693391533191136,1,63,21,28,0,2,676.391482,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
65,7.982994378096682,0,1,2011-01-31,4,10.424154590332975,1,73,29,71,0,1,350.4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
66,9.067877125642523,0,1,2011-12-06,4,10.023357298386513,1,112,7,60,0,3,537.6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67,9.362088390007589,1,0,2011-01-10,4,11.026564785603751,2,97,5,65,0,2,465.258644,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
68,8.83144177663463,1,2,2011-12-07,2,10.693391533191136,1,95,13,20,0,5,456.0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
69,9.369715365281785,2,1,2011-01-09,1,10.304911171484573,1,102,17,0,0,2,500.254235,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
70,10.02764289871587,0,0,2011-02-24,4,11.440473044710808,0,113,17,12,0,2,281.451042,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
71,7.868818325696931,0,3,2011-02-11,4,11.085000000931881,0,65,29,27,0,1,5.434505,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
72,7.804558433486672,0,3,2011-02-12,3,10.197648591085619,1,64,1,47,1,1,307.2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73,8.821919708962671,0,2,2011-02-04,2,10.693391533191136,1,104,30,3,1,5,982.399613,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
74,8.512140757138708,0,2,2011-11-08,4,11.233793403447164,1,65,5,68,1,9,467.803638,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
75,9.058540834895407,0,2,2011-02-11,4,10.570906584523343,1,73,27,38,0,2,350.4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
76,8.629121144727497,0,0,2011-02-01,4,11.181792946644501,0,71,17,48,0,6,29.03416,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
77,8.988380224288605,0,1,2011-02-15,4,9.950418847220561,1,67,20,33,0,2,321.6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
78,9.33415759370208,1,1,2011-02-06,4,10.569340614521527,0,99,6,83,1,2,115.728852,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,8.99034552802594,1,1,2011-12-06,2,10.693391533191136,0,77,20,26,0,2,25.807685,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
81,8.662190483141934,0,0,2011-02-26,4,10.840874192705016,1,74,23,0,0,8,787.993313,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
82,8.32325379524042,0,4,2011-12-07,4,10.445172103888103,1,102,12,54,0,1,489.6,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
83,7.833231752455876,0,3,2011-11-06,4,10.6706284130044,1,63,35,15,0,1,302.4,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
84,8.787863846107655,1,1,2011-12-07,1,10.13547190851582,1,90,28,69,0,3,475.623251,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,8.949416717551568,0,0,2011-02-28,4,10.512301584630322,1,66,15,32,1,2,320.849072,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
86,8.687227801727381,1,1,2011-12-05,0,10.047198210202428,1,96,28,90,1,5,460.8,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
87,7.894866264409799,0,2,2011-01-01,4,10.784544811638616,2,69,3,79,1,1,282.151207,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
88,7.899221168993003,0,2,2011-02-01,4,10.395741790716682,1,67,13,12,0,1,321.6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
89,8.707321721005421,1,1,2011-02-19,4,9.923094082175046,1,76,15,60,1,4,364.8,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
90,9.485773695349115,2,1,2011-12-07,3,9.976412682550684,1,119,21,81,1,2,679.827592,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
91,9.273961154933367,1,2,2011-02-27,4,11.191893412836894,1,88,7,3,0,2,631.743039,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
92,7.8350467981037335,0,2,2011-11-07,4,11.299038934918695,0,63,24,84,0,1,11.879037,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,7.89061837084076,0,2,2011-02-10,4,10.87468304957957,1,67,23,88,0,1,350.529033,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
94,8.577967267475595,1,0,2011-12-04,2,10.693391533191136,1,77,8,10,1,9,863.3947,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,9.949712167067139,0,2,2011-02-24,4,11.152500641871763,1,74,2,26,1,2,492.127532,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96,9.033048615979435,0,3,2011-02-15,3,9.785829509067895,0,109,12,18,0,9,132.588288,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
97,8.476717283459452,0,2,2011-02-16,3,9.804053882820643,1,62,29,11,0,8,297.6,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,8.656249378717906,0,2,2011-12-02,4,10.963705453216926,2,74,30,87,1,9,269.905129,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
99,8.710473805935878,1,1,2011-02-25,4,10.392895445428055,1,76,11,60,0,7,380.036697,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100,8.987485320666844,0,1,2011-11-01,2,10.693391533191136,1,107,3,65,0,3,513.6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
101,7.780685534198143,0,1,2011-01-31,2,10.693391533191136,1,70,24,10,0,1,425.266308,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
102,8.468594767863399,0,2,2011-11-02,4,11.094299126584241,0,62,2,85,1,3,49.011099,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
103,8.373411967138374,2,1,2011-02-16,4,11.009985335478229,1,107,9,18,0,1,513.6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
104,9.148755327057346,1,0,2011-02-09,2,10.693391533191136,1,130,28,88,0,4,936.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
105,8.848896148367706,1,2,2011-11-09,4,10.641536394447272,0,88,29,93,0,9,142.062768,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106,8.948204439528952,0,2,2011-01-04,4,10.382915384154703,0,65,13,34,0,2,45.152521,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
107,9.073094793036246,0,0,2011-01-09,2,10.693391533191136,1,117,5,89,1,3,561.6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
108,8.687568428910083,0,2,2011-12-07,4,10.609822392399646,0,74,17,32,0,9,30.567357,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109,7.805057785348932,0,1,2011-02-14,4,11.288506100151967,2,62,5,86,1,1,271.606799,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
110,8.810097353542128,1,1,2011-02-27,4,10.940188975864487,1,85,4,18,0,7,408.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
111,8.930129035950374,1,0,2011-02-12,4,10.47041937008599,1,98,16,2,1,8,470.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
112,9.046962108650952,0,1,2011-02-26,4,10.232935174220376,1,109,19,54,0,7,784.8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
113,8.950726547558263,0,2,2011-02-20,4,10.725599464377073,1,66,16,32,1,2,316.8,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,10.089325220559651,0,0,2011-02-02,4,11.085153396339523,1,67,0,54,0,2,396.082036,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
115,8.89426839546445,0,0,2011-02-15,2,10.693391533191136,1,102,11,70,1,3,489.6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116,8.470718552428,1,0,2011-02-18,0,9.951944327804322,1,133,35,90,0,1,638.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
117,8.82563205271901,1,0,2011-12-01,4,10.541095595755303,1,86,35,77,0,9,465.633954,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
118,7.811884896958183,0,2,2011-11-05,4,11.4372424068658,1,62,24,10,0,1,368.400146,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
119,8.040422087503478,1,1,2011-02-05,4,11.220766720491369,2,78,10,90,1,1,236.902001,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
120,8.000307769102044,1,1,2011-02-24,2,10.693391533191136,1,83,26,89,0,1,582.679087,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
121,9.094114103366426,0,2,2011-01-05,4,10.754343361624777,0,112,6,3,0,9,64.109663,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
122,8.612402861260515,0,0,2011-12-08,4,11.393781503674504,1,68,17,77,0,7,326.4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
123,9.617377482507496,0,0,2011-11-02,4,10.249273425142691,1,192,9,77,0,3,921.6,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
124,7.827682540659373,0,2,2011-02-16,4,10.42094116259234,0,63,17,11,0,1,101.89645,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,10.34887018545511,2,1,2011-01-03,4,10.663825982636396,1,113,10,27,1,2,542.4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
126,8.04990696492502,1,3,2011-02-07,4,10.982747112688422,0,78,20,26,0,1,143.747794,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
127,8.25256384797313,1,1,2011-11-03,4,9.993328256535918,2,97,29,37,0,1,424.077159,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
128,9.375049076615376,0,1,2011-01-03,0,10.136621037879685,1,66,13,43,0,2,316.8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
